cost_date,category,region,amount
2024-02-27,payment_processing_fees,global,1497.0
2024-02-27,customer_support_tooling,global,536.68
2024-02-27,insurance,global,359.79
2024-02-28,rent,global,2093.84
2024-02-28,software_licenses,global,1110.65
2024-02-28,logistics,us,1593.26
2024-02-28,logistics,eu,767.21
2024-02-28,logistics,apac,324.55
2024-02-28,logistics,latam,278.15
2024-02-28,packaging,us,389.47
2024-02-28,packaging,eu,173.53
2024-02-28,packaging,apac,76.92
2024-02-28,packaging,latam,72.06
2024-02-28,payment_processing_fees,global,1433.05
2024-02-28,customer_support_tooling,global,542.17
2024-02-28,insurance,global,378.2
2024-02-29,rent,global,1740.11
2024-02-29,software_licenses,global,1095.0
2024-02-29,logistics,us,1826.88
2024-02-29,logistics,eu,663.61
2024-02-29,logistics,apac,306.79
2024-02-29,logistics,latam,278.11
2024-02-29,packaging,us,451.96
2024-02-29,packaging,eu,162.88
2024-02-29,packaging,apac,83.87
2024-02-29,packaging,latam,75.75
2024-02-29,payment_processing_fees,global,1466.12
2024-02-29,customer_support_tooling,global,500.73
2024-02-29,insurance,global,381.71
2024-03-01,rent,global,1983.41
2024-03-01,software_licenses,global,1076.09
2024-03-01,logistics,us,1963.27
2024-03-01,logistics,eu,761.59
2024-03-01,logistics,apac,288.48
2024-03-01,logistics,latam,284.28
2024-03-01,packaging,us,458.65
2024-03-01,packaging,eu,183.32
2024-03-01,packaging,apac,78.98
2024-03-01,packaging,latam,69.0
2024-03-01,payment_processing_fees,global,1436.5
2024-03-01,customer_support_tooling,global,504.21
2024-03-01,insurance,global,390.59
2024-03-02,rent,global,1876.03
2024-03-02,software_licenses,global,1152.79
2024-03-02,logistics,us,1788.16
2024-03-02,logistics,eu,661.49
2024-03-02,logistics,apac,366.4
2024-03-02,logistics,latam,267.31
2024-03-02,packaging,us,491.59
2024-03-02,packaging,eu,198.9
2024-03-02,packaging,apac,82.42
2024-03-02,packaging,latam,72.67
2024-03-02,payment_processing_fees,global,1368.5
2024-03-02,customer_support_tooling,global,534.01
2024-03-02,insurance,global,377.28
2024-03-03,rent,global,1793.24
2024-03-03,software_licenses,global,1167.19
2024-03-03,logistics,us,1854.93
2024-03-03,logistics,eu,715.79
2024-03-03,logistics,apac,331.75
2024-03-03,logistics,latam,276.46
2024-03-03,packaging,us,421.08
2024-03-03,packaging,eu,168.7
2024-03-03,packaging,apac,77.04
2024-03-03,packaging,latam,67.93
2024-03-03,payment_processing_fees,global,1610.06
2024-03-03,customer_support_tooling,global,554.91
2024-03-03,insurance,global,392.37
2024-03-04,rent,global,1922.39
2024-03-04,software_licenses,global,1163.84
2024-03-04,logistics,us,1907.76
2024-03-04,logistics,eu,863.47
2024-03-04,logistics,apac,326.13
2024-03-04,logistics,latam,313.27
2024-03-04,packaging,us,422.1
2024-03-04,packaging,eu,192.91
2024-03-04,packaging,apac,72.23
2024-03-04,packaging,latam,66.92
2024-03-04,payment_processing_fees,global,1482.88
2024-03-04,customer_support_tooling,global,543.63
2024-03-04,insurance,global,376.54
2024-03-05,rent,global,1842.47
2024-03-05,software_licenses,global,1134.21
2024-03-05,logistics,us,1900.53
2024-03-05,logistics,eu,704.11
2024-03-05,logistics,apac,327.48
2024-03-05,logistics,latam,244.63
2024-03-05,packaging,us,411.71
2024-03-05,packaging,eu,177.59
2024-03-05,packaging,apac,87.86
2024-03-05,packaging,latam,75.25
2024-03-05,payment_processing_fees,global,1551.75
2024-03-05,customer_support_tooling,global,529.95
2024-03-05,insurance,global,383.74
2024-03-06,rent,global,1908.22
2024-03-06,software_licenses,global,1057.11
2024-03-06,logistics,us,1796.76
2024-03-06,logistics,eu,703.39
2024-03-06,logistics,apac,363.23
2024-03-06,logistics,latam,279.16
2024-03-06,packaging,us,470.68
2024-03-06,packaging,eu,165.74
2024-03-06,packaging,apac,80.47
2024-03-06,packaging,latam,67.24
2024-03-06,payment_processing_fees,global,1461.47
2024-03-06,customer_support_tooling,global,558.17
2024-03-06,insurance,global,385.77
2024-03-07,rent,global,1900.46
2024-03-07,software_licenses,global,1252.74
2024-03-07,logistics,us,2001.38
2024-03-07,logistics,eu,750.61
2024-03-07,logistics,apac,320.8
2024-03-07,logistics,latam,300.1
2024-03-07,packaging,us,512.72
2024-03-07,packaging,eu,184.62
2024-03-07,packaging,apac,83.5
2024-03-07,packaging,latam,67.03
2024-03-07,payment_processing_fees,global,1516.21
2024-03-07,customer_support_tooling,global,539.56
2024-03-07,insurance,global,369.62
2024-03-08,rent,global,1719.26
2024-03-08,software_licenses,global,1079.11
2024-03-08,logistics,us,1987.66
2024-03-08,logistics,eu,692.66
2024-03-08,logistics,apac,381.22
2024-03-08,logistics,latam,286.75
2024-03-08,packaging,us,478.13
2024-03-08,packaging,eu,170.43
2024-03-08,packaging,apac,79.01
2024-03-08,packaging,latam,71.32
2024-03-08,payment_processing_fees,global,1544.57
2024-03-08,customer_support_tooling,global,555.15
2024-03-08,insurance,global,379.91
2024-03-09,rent,global,1932.27
2024-03-09,software_licenses,global,1085.1
2024-03-09,logistics,us,1833.14
2024-03-09,logistics,eu,708.35
2024-03-09,logistics,apac,306.55
2024-03-09,logistics,latam,274.97
2024-03-09,packaging,us,429.79
2024-03-09,packaging,eu,192.59
2024-03-09,packaging,apac,75.76
2024-03-09,packaging,latam,74.64
2024-03-09,payment_processing_fees,global,1581.43
2024-03-09,customer_support_tooling,global,505.83
2024-03-09,insurance,global,383.97
2024-03-10,rent,global,1964.71
2024-03-10,software_licenses,global,1100.68
2024-03-10,logistics,us,1602.79
2024-03-10,logistics,eu,734.65
2024-03-10,logistics,apac,342.11
2024-03-10,logistics,latam,274.73
2024-03-10,packaging,us,448.97
2024-03-10,packaging,eu,183.94
2024-03-10,packaging,apac,86.88
2024-03-10,packaging,latam,54.55
2024-03-10,payment_processing_fees,global,1420.64
2024-03-10,customer_support_tooling,global,509.71
2024-03-10,insurance,global,373.01
2024-03-11,rent,global,1961.77
2024-03-11,software_licenses,global,1213.32
2024-03-11,logistics,us,1697.22
2024-03-11,logistics,eu,792.35
2024-03-11,logistics,apac,322.44
2024-03-11,logistics,latam,302.73
2024-03-11,packaging,us,421.11
2024-03-11,packaging,eu,181.1
2024-03-11,packaging,apac,82.09
2024-03-11,packaging,latam,68.08
2024-03-11,payment_processing_fees,global,1556.65
2024-03-11,customer_support_tooling,global,535.79
2024-03-11,insurance,global,408.83
2024-03-12,rent,global,1920.44
2024-03-12,software_licenses,global,1121.48
2024-03-12,logistics,us,1672.11
2024-03-12,logistics,eu,766.47
2024-03-12,logistics,apac,301.74
2024-03-12,logistics,latam,276.74
2024-03-12,packaging,us,472.55
2024-03-12,packaging,eu,156.73
2024-03-12,packaging,apac,84.9
2024-03-12,packaging,latam,59.92
2024-03-12,payment_processing_fees,global,1434.17
2024-03-12,customer_support_tooling,global,538.43
2024-03-12,insurance,global,393.85
2024-03-13,rent,global,1854.04
2024-03-13,software_licenses,global,1090.61
2024-03-13,logistics,us,1584.16
2024-03-13,logistics,eu,691.39
2024-03-13,logistics,apac,339.31
2024-03-13,logistics,latam,297.01
2024-03-13,packaging,us,429.06
2024-03-13,packaging,eu,186.65
2024-03-13,packaging,apac,81.7
2024-03-13,packaging,latam,81.81
2024-03-13,payment_processing_fees,global,1486.82
2024-03-13,customer_support_tooling,global,515.64
2024-03-13,insurance,global,382.64
2024-03-14,rent,global,1864.09
2024-03-14,software_licenses,global,1153.91
2024-03-14,logistics,us,1757.96
2024-03-14,logistics,eu,754.06
2024-03-14,logistics,apac,320.77
2024-03-14,logistics,latam,265.56
2024-03-14,packaging,us,421.71
2024-03-14,packaging,eu,174.46
2024-03-14,packaging,apac,82.21
2024-03-14,packaging,latam,79.53
2024-03-14,payment_processing_fees,global,1364.07
2024-03-14,customer_support_tooling,global,556.17
2024-03-14,insurance,global,423.09
2024-03-15,rent,global,1650.0
2024-03-15,software_licenses,global,1113.11
2024-03-15,logistics,us,1802.56
2024-03-15,logistics,eu,815.86
2024-03-15,logistics,apac,360.85
2024-03-15,logistics,latam,275.25
2024-03-15,packaging,us,435.07
2024-03-15,packaging,eu,181.72
2024-03-15,packaging,apac,79.66
2024-03-15,packaging,latam,72.61
2024-03-15,payment_processing_fees,global,1456.77
2024-03-15,customer_support_tooling,global,525.19
2024-03-15,insurance,global,396.07
2024-03-16,rent,global,1658.59
2024-03-16,software_licenses,global,1146.42
2024-03-16,logistics,us,1685.9
2024-03-16,logistics,eu,742.77
2024-03-16,logistics,apac,319.61
2024-03-16,logistics,latam,267.75
2024-03-16,packaging,us,415.96
2024-03-16,packaging,eu,169.97
2024-03-16,packaging,apac,88.92
2024-03-16,packaging,latam,69.44
2024-03-16,payment_processing_fees,global,1529.53
2024-03-16,customer_support_tooling,global,552.23
2024-03-16,insurance,global,396.5
2024-03-17,rent,global,1681.05
2024-03-17,software_licenses,global,1095.81
2024-03-17,logistics,us,1876.07
2024-03-17,logistics,eu,656.98
2024-03-17,logistics,apac,327.16
2024-03-17,logistics,latam,264.23
2024-03-17,packaging,us,431.1
2024-03-17,packaging,eu,189.59
2024-03-17,packaging,apac,80.82
2024-03-17,packaging,latam,69.58
2024-03-17,payment_processing_fees,global,1397.74
2024-03-17,customer_support_tooling,global,510.67
2024-03-17,insurance,global,381.82
2024-03-18,rent,global,1782.6
2024-03-18,software_licenses,global,1261.97
2024-03-18,logistics,us,1640.65
2024-03-18,logistics,eu,748.96
2024-03-18,logistics,apac,348.17
2024-03-18,logistics,latam,316.12
2024-03-18,packaging,us,412.8
2024-03-18,packaging,eu,190.37
2024-03-18,packaging,apac,74.49
2024-03-18,packaging,latam,60.13
2024-03-18,payment_processing_fees,global,1401.27
2024-03-18,customer_support_tooling,global,576.26
2024-03-18,insurance,global,387.66
2024-03-19,rent,global,1713.88
2024-03-19,software_licenses,global,1182.58
2024-03-19,logistics,us,1855.55
2024-03-19,logistics,eu,806.29
2024-03-19,logistics,apac,320.83
2024-03-19,logistics,latam,298.99
2024-03-19,packaging,us,508.59
2024-03-19,packaging,eu,186.14
2024-03-19,packaging,apac,78.71
2024-03-19,packaging,latam,68.38
2024-03-19,payment_processing_fees,global,1473.96
2024-03-19,customer_support_tooling,global,534.17
2024-03-19,insurance,global,355.2
2024-03-20,rent,global,1918.73
2024-03-20,software_licenses,global,1122.32
2024-03-20,logistics,us,1845.07
2024-03-20,logistics,eu,795.67
2024-03-20,logistics,apac,304.95
2024-03-20,logistics,latam,295.37
2024-03-20,packaging,us,418.64
2024-03-20,packaging,eu,193.82
2024-03-20,packaging,apac,77.81
2024-03-20,packaging,latam,62.89
2024-03-20,payment_processing_fees,global,1496.87
2024-03-20,customer_support_tooling,global,561.97
2024-03-20,insurance,global,355.78
2024-03-21,rent,global,1947.38
2024-03-21,software_licenses,global,1127.57
2024-03-21,logistics,us,1852.45
2024-03-21,logistics,eu,703.07
2024-03-21,logistics,apac,324.95
2024-03-21,logistics,latam,290.63
2024-03-21,packaging,us,404.86
2024-03-21,packaging,eu,170.43
2024-03-21,packaging,apac,81.01
2024-03-21,packaging,latam,77.38
2024-03-21,payment_processing_fees,global,1543.01
2024-03-21,customer_support_tooling,global,566.35
2024-03-21,insurance,global,376.78
2024-03-22,rent,global,1819.94
2024-03-22,software_licenses,global,1223.83
2024-03-22,logistics,us,1755.88
2024-03-22,logistics,eu,728.48
2024-03-22,logistics,apac,323.92
2024-03-22,logistics,latam,275.58
2024-03-22,packaging,us,435.14
2024-03-22,packaging,eu,193.15
2024-03-22,packaging,apac,92.04
2024-03-22,packaging,latam,67.09
2024-03-22,payment_processing_fees,global,1378.6
2024-03-22,customer_support_tooling,global,579.04
2024-03-22,insurance,global,340.32
2024-03-23,rent,global,1957.58
2024-03-23,software_licenses,global,1116.92
2024-03-23,logistics,us,2036.38
2024-03-23,logistics,eu,713.65
2024-03-23,logistics,apac,339.79
2024-03-23,logistics,latam,301.7
2024-03-23,packaging,us,408.38
2024-03-23,packaging,eu,182.35
2024-03-23,packaging,apac,77.43
2024-03-23,packaging,latam,59.37
2024-03-23,payment_processing_fees,global,1391.16
2024-03-23,customer_support_tooling,global,489.69
2024-03-23,insurance,global,422.0
2024-03-24,rent,global,1770.93
2024-03-24,software_licenses,global,1065.95
2024-03-24,logistics,us,1635.85
2024-03-24,logistics,eu,771.3
2024-03-24,logistics,apac,276.29
2024-03-24,logistics,latam,289.03
2024-03-24,packaging,us,462.02
2024-03-24,packaging,eu,183.68
2024-03-24,packaging,apac,80.15
2024-03-24,packaging,latam,65.93
2024-03-24,payment_processing_fees,global,1371.31
2024-03-24,customer_support_tooling,global,539.53
2024-03-24,insurance,global,361.8
2024-03-25,rent,global,1784.1
2024-03-25,software_licenses,global,1179.96
2024-03-25,logistics,us,1659.35
2024-03-25,logistics,eu,744.68
2024-03-25,logistics,apac,345.97
2024-03-25,logistics,latam,273.03
2024-03-25,packaging,us,399.25
2024-03-25,packaging,eu,194.23
2024-03-25,packaging,apac,74.23
2024-03-25,packaging,latam,66.11
2024-03-25,payment_processing_fees,global,1476.95
2024-03-25,customer_support_tooling,global,499.63
2024-03-25,insurance,global,390.07
2024-03-26,rent,global,1823.84
2024-03-26,software_licenses,global,1160.36
2024-03-26,logistics,us,1800.64
2024-03-26,logistics,eu,828.02
2024-03-26,logistics,apac,366.87
2024-03-26,logistics,latam,315.73
2024-03-26,packaging,us,429.77
2024-03-26,packaging,eu,163.9
2024-03-26,packaging,apac,84.27
2024-03-26,packaging,latam,69.32
2024-03-26,payment_processing_fees,global,1614.18
2024-03-26,customer_support_tooling,global,533.32
2024-03-26,insurance,global,409.36
2024-03-27,rent,global,1796.02
2024-03-27,software_licenses,global,1227.4
2024-03-27,logistics,us,1961.87
2024-03-27,logistics,eu,697.74
2024-03-27,logistics,apac,318.46
2024-03-27,logistics,latam,265.56
2024-03-27,packaging,us,425.34
2024-03-27,packaging,eu,205.08
2024-03-27,packaging,apac,74.55
2024-03-27,packaging,latam,63.46
2024-03-27,payment_processing_fees,global,1514.04
2024-03-27,customer_support_tooling,global,513.91
2024-03-27,insurance,global,348.5
2024-03-28,rent,global,1883.73
2024-03-28,software_licenses,global,1147.65
2024-03-28,logistics,us,1750.88
2024-03-28,logistics,eu,725.37
2024-03-28,logistics,apac,333.18
2024-03-28,logistics,latam,316.73
2024-03-28,packaging,us,457.23
2024-03-28,packaging,eu,166.5
2024-03-28,packaging,apac,70.94
2024-03-28,packaging,latam,73.82
2024-03-28,payment_processing_fees,global,1415.52
2024-03-28,customer_support_tooling,global,564.7
2024-03-28,insurance,global,402.43
2024-03-29,rent,global,1779.1
2024-03-29,software_licenses,global,1126.8
2024-03-29,logistics,us,1850.55
2024-03-29,logistics,eu,812.59
2024-03-29,logistics,apac,350.97
2024-03-29,logistics,latam,288.57
2024-03-29,packaging,us,461.8
2024-03-29,packaging,eu,166.43
2024-03-29,packaging,apac,86.46
2024-03-29,packaging,latam,59.55
2024-03-29,payment_processing_fees,global,1613.58
2024-03-29,customer_support_tooling,global,518.38
2024-03-29,insurance,global,421.8
2024-03-30,rent,global,1901.56
2024-03-30,software_licenses,global,1191.13
2024-03-30,logistics,us,1690.66
2024-03-30,logistics,eu,802.77
2024-03-30,logistics,apac,340.59
2024-03-30,logistics,latam,271.65
2024-03-30,packaging,us,412.31
2024-03-30,packaging,eu,171.01
2024-03-30,packaging,apac,76.17
2024-03-30,packaging,latam,73.69
2024-03-30,payment_processing_fees,global,1385.5
2024-03-30,customer_support_tooling,global,525.05
2024-03-30,insurance,global,390.0
2024-03-31,rent,global,1808.04
2024-03-31,software_licenses,global,1207.51
2024-03-31,logistics,us,1787.41
2024-03-31,logistics,eu,786.29
2024-03-31,logistics,apac,311.53
2024-03-31,logistics,latam,279.37
2024-03-31,packaging,us,441.59
2024-03-31,packaging,eu,184.65
2024-03-31,packaging,apac,80.17
2024-03-31,packaging,latam,75.17
2024-03-31,payment_processing_fees,global,1556.26
2024-03-31,customer_support_tooling,global,583.71
2024-03-31,insurance,global,384.39
2024-04-01,rent,global,1842.52
2024-04-01,software_licenses,global,1091.42
2024-04-01,logistics,us,1559.28
2024-04-01,logistics,eu,701.93
2024-04-01,logistics,apac,324.54
2024-04-01,logistics,latam,276.5
2024-04-01,packaging,us,366.93
2024-04-01,packaging,eu,203.64
2024-04-01,packaging,apac,76.74
2024-04-01,packaging,latam,65.47
2024-04-01,payment_processing_fees,global,1406.91
2024-04-01,customer_support_tooling,global,515.95
2024-04-01,insurance,global,402.33
2024-04-02,rent,global,1832.08
2024-04-02,software_licenses,global,1135.39
2024-04-02,logistics,us,1939.31
2024-04-02,logistics,eu,806.11
2024-04-02,logistics,apac,276.67
2024-04-02,logistics,latam,273.65
2024-04-02,packaging,us,407.22
2024-04-02,packaging,eu,189.34
2024-04-02,packaging,apac,77.61
2024-04-02,packaging,latam,67.92
2024-04-02,payment_processing_fees,global,1483.31
2024-04-02,customer_support_tooling,global,512.72
2024-04-02,insurance,global,379.27
2024-04-03,rent,global,1945.46
2024-04-03,software_licenses,global,1126.77
2024-04-03,logistics,us,1665.78
2024-04-03,logistics,eu,883.13
2024-04-03,logistics,apac,313.22
2024-04-03,logistics,latam,301.12
2024-04-03,packaging,us,452.52
2024-04-03,packaging,eu,180.21
2024-04-03,packaging,apac,86.63
2024-04-03,packaging,latam,63.58
2024-04-03,payment_processing_fees,global,1476.61
2024-04-03,customer_support_tooling,global,522.62
